field parcel,full crop loss scaled,partial crop loss scaled,partial path
2630907758-A,1.0,0.0,dataset4/2630907758-A_BANDS-S2-L1C.tiff
2630907859-A,1.0,0.0,dataset4/2630907859-A_BANDS-S2-L1C.tiff
2631027996-A,1.0,0.0,dataset4/2631027996-A_BANDS-S2-L1C.tiff
2631254130-B,1.0,0.0,dataset4/2631254130-B_BANDS-S2-L1C.tiff
3170255646-A,1.0,0.0,dataset4/3170255646-A_BANDS-S2-L1C.tiff
0190055938-A,0.0,1.0,dataset4/0190055938-A_BANDS-S2-L1C.tiff
9260374677-A,0.927536231884058,0.07246376811594203,dataset4/9260374677-A_BANDS-S2-L1C.tiff
2560105741-A,0.5233644859813084,0.0,dataset4/2560105741-A_BANDS-S2-L1C.tiff
9440710613-A,0.0,1.0,dataset4/9440710613-A_BANDS-S2-L1C.tiff
2720080767-B,0.6336996336996337,0.0,dataset4/2720080767-B_BANDS-S2-L1C.tiff
2720080969-A,1.0,0.0,dataset4/2720080969-A_BANDS-S2-L1C.tiff
2720081878-A,1.0,0.0,dataset4/2720081878-A_BANDS-S2-L1C.tiff
2720082080-A,0.0,1.0,dataset4/2720082080-A_BANDS-S2-L1C.tiff
5950060125-A,0.0,0.28776978417266186,dataset4/5950060125-A_BANDS-S2-L1C.tiff
7610477328-A,0.0,1.0,dataset4/7610477328-A_BANDS-S2-L1C.tiff
7610477429-A,0.0,1.0,dataset4/7610477429-A_BANDS-S2-L1C.tiff
6190227475-A,0.0,1.0,dataset4/6190227475-A_BANDS-S2-L1C.tiff
9110081160-A,0.0,1.0,dataset4/9110081160-A_BANDS-S2-L1C.tiff
7080185705-A,0.0,1.0,dataset4/7080185705-A_BANDS-S2-L1C.tiff
7480079420-A,0.0,1.0,dataset4/7480079420-A_BANDS-S2-L1C.tiff
5630311345-A,0.0,1.0,dataset4/5630311345-A_BANDS-S2-L1C.tiff
9260286670-A,1.0,0.0,dataset4/9260286670-A_BANDS-S2-L1C.tiff
5990260056-A,1.0,0.0,dataset4/5990260056-A_BANDS-S2-L1C.tiff
5991302707-A,0.40045766590389015,0.0,dataset4/5991302707-A_BANDS-S2-L1C.tiff
2630635552-A,0.7526881720430108,0.24731182795698925,dataset4/2630635552-A_BANDS-S2-L1C.tiff
5870166477-A,0.3939393939393939,0.6060606060606061,dataset4/5870166477-A_BANDS-S2-L1C.tiff
1030121913-A,1.0,0.0,dataset4/1030121913-A_BANDS-S2-L1C.tiff
6780055678-A,0.0,0.7792207792207793,dataset4/6780055678-A_BANDS-S2-L1C.tiff
9440210758-A,0.0,1.0,dataset4/9440210758-A_BANDS-S2-L1C.tiff
4940020444-A,0.8264462809917356,0.10330578512396695,dataset4/4940020444-A_BANDS-S2-L1C.tiff
4940156042-A,0.3875968992248062,0.6124031007751938,dataset4/4940156042-A_BANDS-S2-L1C.tiff
4940156951-A,0.5188067444876784,0.19455252918287938,dataset4/4940156951-A_BANDS-S2-L1C.tiff
8590189957-A,0.8385744234800838,0.0,dataset4/8590189957-A_BANDS-S2-L1C.tiff
8590209660-A,0.0,1.0,dataset4/8590209660-A_BANDS-S2-L1C.tiff
5590037652-A,0.5681818181818182,0.4318181818181818,dataset4/5590037652-A_BANDS-S2-L1C.tiff
5590249335-A,0.46511627906976744,0.5348837209302325,dataset4/5590249335-A_BANDS-S2-L1C.tiff
4000421860-A,0.0,1.0,dataset4/4000421860-A_BANDS-S2-L1C.tiff
0040819115-A,1.0,0.0,dataset4/0040819115-A_BANDS-S2-L1C.tiff
8500038460-A,0.0,0.16129032258064516,dataset4/8500038460-A_BANDS-S2-L1C.tiff
6030128773-B,0.6682926829268293,0.33170731707317075,dataset4/6030128773-B_BANDS-S2-L1C.tiff
3080006947-A,1.0,0.0,dataset4/3080006947-A_BANDS-S2-L1C.tiff
9260187852-A,0.0,1.0,dataset4/9260187852-A_BANDS-S2-L1C.tiff
4800001752-A,1.0,0.0,dataset4/4800001752-A_BANDS-S2-L1C.tiff
5590208212-A,0.7490636704119851,0.250936329588015,dataset4/5590208212-A_BANDS-S2-L1C.tiff
5590334413-A,1.0,0.0,dataset4/5590334413-A_BANDS-S2-L1C.tiff
9440184183-A,0.0,1.0,dataset4/9440184183-A_BANDS-S2-L1C.tiff
9400098228-A,1.0,0.0,dataset4/9400098228-A_BANDS-S2-L1C.tiff
5870012186-A,0.0,0.6385696040868455,dataset4/5870012186-A_BANDS-S2-L1C.tiff
9730198019-A,1.0,0.0,dataset4/9730198019-A_BANDS-S2-L1C.tiff
2631304347-A,1.0,0.0,dataset4/2631304347-A_BANDS-S2-L1C.tiff
4800190803-A,0.0,1.0,dataset4/4800190803-A_BANDS-S2-L1C.tiff
4200276620-A,1.0,0.0,dataset4/4200276620-A_BANDS-S2-L1C.tiff
4200277125-A,1.0,0.0,dataset4/4200277125-A_BANDS-S2-L1C.tiff
1690356453-B,0.1902834008097166,0.4048582995951417,dataset4/1690356453-B_BANDS-S2-L1C.tiff
8930169503-A,0.0,1.0,dataset4/8930169503-A_BANDS-S2-L1C.tiff
4750133345-A,0.0,1.0,dataset4/4750133345-A_BANDS-S2-L1C.tiff
5990384338-A,1.0,0.0,dataset4/5990384338-A_BANDS-S2-L1C.tiff
5991336655-A,1.0,0.0,dataset4/5991336655-A_BANDS-S2-L1C.tiff
3170088120-A,0.0,1.0,dataset4/3170088120-A_BANDS-S2-L1C.tiff
9770247703-A,0.0,1.0,dataset4/9770247703-A_BANDS-S2-L1C.tiff
2880351645-A,0.0,1.0,dataset4/2880351645-A_BANDS-S2-L1C.tiff
2170338523-A,1.0,0.0,dataset4/2170338523-A_BANDS-S2-L1C.tiff
2170361761-A,1.0,0.0,dataset4/2170361761-A_BANDS-S2-L1C.tiff
7460640014-A,0.10416666666666667,0.8958333333333334,dataset4/7460640014-A_BANDS-S2-L1C.tiff
6820092632-A,0.0,1.0,dataset4/6820092632-A_BANDS-S2-L1C.tiff
6820092733-A,0.0,1.0,dataset4/6820092733-A_BANDS-S2-L1C.tiff
5630004682-A,0.0,1.0,dataset4/5630004682-A_BANDS-S2-L1C.tiff
5630005591-A,0.0,1.0,dataset4/5630005591-A_BANDS-S2-L1C.tiff
4250367016-A,0.0,1.0,dataset4/4250367016-A_BANDS-S2-L1C.tiff
4250367117-A,0.0,1.0,dataset4/4250367117-A_BANDS-S2-L1C.tiff
8590500155-A,0.0,1.0,dataset4/8590500155-A_BANDS-S2-L1C.tiff
2720094208-A,1.0,0.0,dataset4/2720094208-A_BANDS-S2-L1C.tiff
4250217674-A,0.0,1.0,dataset4/4250217674-A_BANDS-S2-L1C.tiff
2630532387-A,0.5555555555555556,0.4444444444444444,dataset4/2630532387-A_BANDS-S2-L1C.tiff
8590283927-A,0.0,1.0,dataset4/8590283927-A_BANDS-S2-L1C.tiff
2900094579-A,0.0,1.0,dataset4/2900094579-A_BANDS-S2-L1C.tiff
4750190333-A,0.4580152671755725,0.5419847328244275,dataset4/4750190333-A_BANDS-S2-L1C.tiff
9730025843-A,0.0,1.0,dataset4/9730025843-A_BANDS-S2-L1C.tiff
2460167651-A,0.08974358974358974,0.0,dataset4/2460167651-A_BANDS-S2-L1C.tiff
2460332349-A,0.09022556390977443,0.0,dataset4/2460332349-A_BANDS-S2-L1C.tiff
8590143780-A,0.0,1.0,dataset4/8590143780-A_BANDS-S2-L1C.tiff
8590459133-A,0.0,1.0,dataset4/8590459133-A_BANDS-S2-L1C.tiff
4210048863-A,0.0,1.0,dataset4/4210048863-A_BANDS-S2-L1C.tiff
4210081300-A,0.0,1.0,dataset4/4210081300-A_BANDS-S2-L1C.tiff
2880194728-A,0.0,1.0,dataset4/2880194728-A_BANDS-S2-L1C.tiff
7480006365-B,0.0,1.0,dataset4/7480006365-B_BANDS-S2-L1C.tiff
5450129300-A,0.0,1.0,dataset4/5450129300-A_BANDS-S2-L1C.tiff
5450129401-A,1.0,0.0,dataset4/5450129401-A_BANDS-S2-L1C.tiff
9260111868-A,0.9821428571428571,0.017857142857142856,dataset4/9260111868-A_BANDS-S2-L1C.tiff
4360137266-A,0.0,1.0,dataset4/4360137266-A_BANDS-S2-L1C.tiff
4360019452-A,0.1510574018126888,0.8489425981873112,dataset4/4360019452-A_BANDS-S2-L1C.tiff
7460554633-A,1.0,0.0,dataset4/7460554633-A_BANDS-S2-L1C.tiff
0710648571-B,1.0,0.0,dataset4/0710648571-B_BANDS-S2-L1C.tiff
9260247264-A,0.0,1.0,dataset4/9260247264-A_BANDS-S2-L1C.tiff
9260104794-A,0.8154506437768241,0.18454935622317598,dataset4/9260104794-A_BANDS-S2-L1C.tiff
9260154914-A,0.08366533864541832,0.9163346613545816,dataset4/9260154914-A_BANDS-S2-L1C.tiff
4940084607-A,0.2708192281651997,0.7291807718348002,dataset4/4940084607-A_BANDS-S2-L1C.tiff
4940084809-A,1.0,0.0,dataset4/4940084809-A_BANDS-S2-L1C.tiff
0731404450-A,0.0,1.0,dataset4/0731404450-A_BANDS-S2-L1C.tiff
3080202866-B,0.1,0.0,dataset4/3080202866-B_BANDS-S2-L1C.tiff
3080203068-A,0.4672897196261682,0.5327102803738317,dataset4/3080203068-A_BANDS-S2-L1C.tiff
8590076385-A,0.8264462809917356,0.0,dataset4/8590076385-A_BANDS-S2-L1C.tiff
4360197183-A,0.0,1.0,dataset4/4360197183-A_BANDS-S2-L1C.tiff
8590064766-A,0.8516746411483254,0.0,dataset4/8590064766-A_BANDS-S2-L1C.tiff
8410007912-A,0.2805755395683453,0.7194244604316546,dataset4/8410007912-A_BANDS-S2-L1C.tiff
7460064983-A,1.0,0.0,dataset4/7460064983-A_BANDS-S2-L1C.tiff
9440035653-A,0.441340782122905,0.5586592178770949,dataset4/9440035653-A_BANDS-S2-L1C.tiff
4830063668-A,0.0,1.0,dataset4/4830063668-A_BANDS-S2-L1C.tiff
9120136121-A,0.2673992673992674,0.7326007326007326,dataset4/9120136121-A_BANDS-S2-L1C.tiff
2140114535-A,1.0,0.0,dataset4/2140114535-A_BANDS-S2-L1C.tiff
4250260619-A,1.0,0.0,dataset4/4250260619-A_BANDS-S2-L1C.tiff
5590286721-A,0.65,0.35,dataset4/5590286721-A_BANDS-S2-L1C.tiff
6360400740-A,0.0,1.0,dataset4/6360400740-A_BANDS-S2-L1C.tiff
4250221112-A,0.0,1.0,dataset4/4250221112-A_BANDS-S2-L1C.tiff
4250269309-A,0.0,1.0,dataset4/4250269309-A_BANDS-S2-L1C.tiff
5630265673-A,0.0,1.0,dataset4/5630265673-A_BANDS-S2-L1C.tiff
5630265875-A,1.0,0.0,dataset4/5630265875-A_BANDS-S2-L1C.tiff
5630347519-A,1.0,0.0,dataset4/5630347519-A_BANDS-S2-L1C.tiff
2190047206-A,0.0,1.0,dataset4/2190047206-A_BANDS-S2-L1C.tiff
2190055589-A,0.0,1.0,dataset4/2190055589-A_BANDS-S2-L1C.tiff
2190146226-A,0.0,1.0,dataset4/2190146226-A_BANDS-S2-L1C.tiff
5670008391-A,1.0,0.0,dataset4/5670008391-A_BANDS-S2-L1C.tiff
2190095504-A,0.0,1.0,dataset4/2190095504-A_BANDS-S2-L1C.tiff
4360058252-A,0.0,1.0,dataset4/4360058252-A_BANDS-S2-L1C.tiff
8570166935-A,0.48186528497409326,0.5181347150259067,dataset4/8570166935-A_BANDS-S2-L1C.tiff
4940000337-A,0.0,1.0,dataset4/4940000337-A_BANDS-S2-L1C.tiff
0710606741-A,0.9230769230769231,0.07692307692307693,dataset4/0710606741-A_BANDS-S2-L1C.tiff
8490194071-A,0.0,1.0,dataset4/8490194071-A_BANDS-S2-L1C.tiff
8490274196-A,0.5392156862745098,0.46078431372549017,dataset4/8490274196-A_BANDS-S2-L1C.tiff
6260499935-A,1.0,0.0,dataset4/6260499935-A_BANDS-S2-L1C.tiff
7080651103-A,0.0,1.0,dataset4/7080651103-A_BANDS-S2-L1C.tiff
5600105646-A,1.0,0.0,dataset4/5600105646-A_BANDS-S2-L1C.tiff
8870166010-A,0.8532763532763533,0.1467236467236467,dataset4/8870166010-A_BANDS-S2-L1C.tiff
8590019300-A,1.0,0.0,dataset4/8590019300-A_BANDS-S2-L1C.tiff
2970548511-A,1.0,0.0,dataset4/2970548511-A_BANDS-S2-L1C.tiff
2140582761-A,0.0,1.0,dataset4/2140582761-A_BANDS-S2-L1C.tiff
8870159542-A,0.0,1.0,dataset4/8870159542-A_BANDS-S2-L1C.tiff
8870159845-A,0.0,1.0,dataset4/8870159845-A_BANDS-S2-L1C.tiff
5630023678-A,0.0,1.0,dataset4/5630023678-A_BANDS-S2-L1C.tiff
5630023779-A,0.0,1.0,dataset4/5630023779-A_BANDS-S2-L1C.tiff
0150148724-A,0.0,1.0,dataset4/0150148724-A_BANDS-S2-L1C.tiff
0840015451-A,0.5112781954887218,0.48872180451127817,dataset4/0840015451-A_BANDS-S2-L1C.tiff
0840135285-A,1.0,0.0,dataset4/0840135285-A_BANDS-S2-L1C.tiff
6030052890-B,0.8529411764705882,0.14705882352941177,dataset4/6030052890-B_BANDS-S2-L1C.tiff
1760412277-A,1.0,0.0,dataset4/1760412277-A_BANDS-S2-L1C.tiff
0730243884-B,0.43010752688172044,0.5698924731182796,dataset4/0730243884-B_BANDS-S2-L1C.tiff
0731277239-A,0.0,1.0,dataset4/0731277239-A_BANDS-S2-L1C.tiff
0710679691-A,0.0,1.0,dataset4/0710679691-A_BANDS-S2-L1C.tiff
0710679792-A,0.0,1.0,dataset4/0710679792-A_BANDS-S2-L1C.tiff
5630060862-A,1.0,0.0,dataset4/5630060862-A_BANDS-S2-L1C.tiff
5630264865-A,0.0,1.0,dataset4/5630264865-A_BANDS-S2-L1C.tiff
5630354892-A,0.0,1.0,dataset4/5630354892-A_BANDS-S2-L1C.tiff
6820342509-A,0.0,1.0,dataset4/6820342509-A_BANDS-S2-L1C.tiff
6820342711-A,0.0,1.0,dataset4/6820342711-A_BANDS-S2-L1C.tiff
7080272702-A,0.0,1.0,dataset4/7080272702-A_BANDS-S2-L1C.tiff
5630166350-A,0.0,1.0,dataset4/5630166350-A_BANDS-S2-L1C.tiff
5350775331-A,0.7633587786259542,0.2366412213740458,dataset4/5350775331-A_BANDS-S2-L1C.tiff
5950260488-A,0.8489425981873112,0.0,dataset4/5950260488-A_BANDS-S2-L1C.tiff
4940219494-A,1.0,0.0,dataset4/4940219494-A_BANDS-S2-L1C.tiff
6030037231-A,0.0,1.0,dataset4/6030037231-A_BANDS-S2-L1C.tiff
6030037635-A,0.046468401486988845,0.9535315985130112,dataset4/6030037635-A_BANDS-S2-L1C.tiff
4230134028-A,0.0,1.0,dataset4/4230134028-A_BANDS-S2-L1C.tiff
3080148407-A,1.0,0.0,dataset4/3080148407-A_BANDS-S2-L1C.tiff
7610144902-A,0.51440329218107,0.48559670781893005,dataset4/7610144902-A_BANDS-S2-L1C.tiff
6190220910-A,0.0,1.0,dataset4/6190220910-A_BANDS-S2-L1C.tiff
9160034948-A,0.3460207612456747,0.17301038062283736,dataset4/9160034948-A_BANDS-S2-L1C.tiff
5010052727-A,0.0,1.0,dataset4/5010052727-A_BANDS-S2-L1C.tiff
5860193059-A,0.5,0.5,dataset4/5860193059-A_BANDS-S2-L1C.tiff
4760206793-A,0.8928571428571429,0.10714285714285714,dataset4/4760206793-A_BANDS-S2-L1C.tiff
8530047937-A,1.0,0.0,dataset4/8530047937-A_BANDS-S2-L1C.tiff
8530429065-A,0.56657223796034,0.0,dataset4/8530429065-A_BANDS-S2-L1C.tiff
9060051994-A,0.2518891687657431,0.0,dataset4/9060051994-A_BANDS-S2-L1C.tiff
7610614845-A,0.1687289088863892,0.8312710911136107,dataset4/7610614845-A_BANDS-S2-L1C.tiff
4360063508-A,0.0,1.0,dataset4/4360063508-A_BANDS-S2-L1C.tiff
4360165962-A,1.0,0.0,dataset4/4360165962-A_BANDS-S2-L1C.tiff
4360169703-A,0.0,1.0,dataset4/4360169703-A_BANDS-S2-L1C.tiff
4360175662-A,0.0,1.0,dataset4/4360175662-A_BANDS-S2-L1C.tiff
4360181827-A,0.0,1.0,dataset4/4360181827-A_BANDS-S2-L1C.tiff
4360247606-A,1.0,0.0,dataset4/4360247606-A_BANDS-S2-L1C.tiff
4230113315-A,0.782608695652174,0.21739130434782608,dataset4/4230113315-A_BANDS-S2-L1C.tiff
4230669043-A,0.7131931166347992,0.28680688336520077,dataset4/4230669043-A_BANDS-S2-L1C.tiff
2440015600-A,0.0,1.0,dataset4/2440015600-A_BANDS-S2-L1C.tiff
4030109217-A,0.43103448275862066,0.5689655172413793,dataset4/4030109217-A_BANDS-S2-L1C.tiff
5950221183-C,1.0,0.0,dataset4/5950221183-C_BANDS-S2-L1C.tiff
5950522388-B,0.3597122302158273,0.6402877697841727,dataset4/5950522388-B_BANDS-S2-L1C.tiff
2390066761-A,0.47619047619047616,0.0,dataset4/2390066761-A_BANDS-S2-L1C.tiff
2390148001-A,1.0,0.0,dataset4/2390148001-A_BANDS-S2-L1C.tiff
9260060641-A,0.0,1.0,dataset4/9260060641-A_BANDS-S2-L1C.tiff
9260118235-A,0.0,1.0,dataset4/9260118235-A_BANDS-S2-L1C.tiff
9260053567-A,0.11869436201780416,0.8813056379821959,dataset4/9260053567-A_BANDS-S2-L1C.tiff
8340235913-A,0.18867924528301888,0.18867924528301888,dataset4/8340235913-A_BANDS-S2-L1C.tiff
4310165391-A,0.0,1.0,dataset4/4310165391-A_BANDS-S2-L1C.tiff
2520238034-A,0.0,1.0,dataset4/2520238034-A_BANDS-S2-L1C.tiff
7611004259-A,0.517490952955368,0.4825090470446321,dataset4/7611004259-A_BANDS-S2-L1C.tiff
9260031238-A,0.0,1.0,dataset4/9260031238-A_BANDS-S2-L1C.tiff
9260171381-A,0.0,1.0,dataset4/9260171381-A_BANDS-S2-L1C.tiff
9260345779-A,0.0,1.0,dataset4/9260345779-A_BANDS-S2-L1C.tiff
7080260473-A,0.0,1.0,dataset4/7080260473-A_BANDS-S2-L1C.tiff
7080525306-A,0.0,1.0,dataset4/7080525306-A_BANDS-S2-L1C.tiff
5600701487-A,0.7142857142857143,0.2857142857142857,dataset4/5600701487-A_BANDS-S2-L1C.tiff
5600826880-A,0.0,1.0,dataset4/5600826880-A_BANDS-S2-L1C.tiff
3080016849-A,1.0,0.0,dataset4/3080016849-A_BANDS-S2-L1C.tiff
3080017051-A,0.0,1.0,dataset4/3080017051-A_BANDS-S2-L1C.tiff
9250344473-A,0.45652173913043476,0.5434782608695652,dataset4/9250344473-A_BANDS-S2-L1C.tiff
2720165744-A,0.0,1.0,dataset4/2720165744-A_BANDS-S2-L1C.tiff
4020358188-A,0.0,1.0,dataset4/4020358188-A_BANDS-S2-L1C.tiff
9160078495-A,0.0,1.0,dataset4/9160078495-A_BANDS-S2-L1C.tiff
5450954002-A,0.0,0.4032258064516129,dataset4/5450954002-A_BANDS-S2-L1C.tiff
5450954406-A,0.0,1.0,dataset4/5450954406-A_BANDS-S2-L1C.tiff
5450957234-A,0.0,1.0,dataset4/5450957234-A_BANDS-S2-L1C.tiff
6090668089-A,0.0,1.0,dataset4/6090668089-A_BANDS-S2-L1C.tiff
6360290000-D,0.4,0.12,dataset4/6360290000-D_BANDS-S2-L1C.tiff
6360290000-C,0.8888888888888888,0.0,dataset4/6360290000-C_BANDS-S2-L1C.tiff
8380071082-A,0.7716049382716049,0.0,dataset4/8380071082-A_BANDS-S2-L1C.tiff
4310042123-A,0.0,1.0,dataset4/4310042123-A_BANDS-S2-L1C.tiff
4310496104-A,0.0,1.0,dataset4/4310496104-A_BANDS-S2-L1C.tiff
6260173468-A,0.8823529411764706,0.11764705882352941,dataset4/6260173468-A_BANDS-S2-L1C.tiff
6260424759-A,0.10582010582010581,0.8941798941798942,dataset4/6260424759-A_BANDS-S2-L1C.tiff
5950065781-A,1.0,0.0,dataset4/5950065781-A_BANDS-S2-L1C.tiff
7610013142-A,1.0,0.0,dataset4/7610013142-A_BANDS-S2-L1C.tiff
1030011169-A,1.0,0.0,dataset4/1030011169-A_BANDS-S2-L1C.tiff
1030022384-A,0.8264462809917356,0.17355371900826447,dataset4/1030022384-A_BANDS-S2-L1C.tiff
1030061689-A,1.0,0.0,dataset4/1030061689-A_BANDS-S2-L1C.tiff
1030210627-A,0.2268041237113402,0.0,dataset4/1030210627-A_BANDS-S2-L1C.tiff
5950621210-A,1.0,0.0,dataset4/5950621210-A_BANDS-S2-L1C.tiff
5990070302-B,0.8360655737704918,0.16393442622950818,dataset4/5990070302-B_BANDS-S2-L1C.tiff
1740160091-A,0.39215686274509803,0.6078431372549019,dataset4/1740160091-A_BANDS-S2-L1C.tiff
8590063352-A,0.0576036866359447,0.9423963133640553,dataset4/8590063352-A_BANDS-S2-L1C.tiff
4250186352-A,0.0,1.0,dataset4/4250186352-A_BANDS-S2-L1C.tiff
4050989475-A,0.0,0.20202020202020202,dataset4/4050989475-A_BANDS-S2-L1C.tiff
5860202456-C,0.3367003367003367,0.4388327721661055,dataset4/5860202456-C_BANDS-S2-L1C.tiff
2720271535-B,0.0,1.0,dataset4/2720271535-B_BANDS-S2-L1C.tiff
2880231306-B,1.0,0.0,dataset4/2880231306-B_BANDS-S2-L1C.tiff
5820084771-A,0.5172413793103449,0.4827586206896552,dataset4/5820084771-A_BANDS-S2-L1C.tiff
5820139638-A,0.4330708661417323,0.5669291338582677,dataset4/5820139638-A_BANDS-S2-L1C.tiff
5820211073-A,0.43103448275862066,0.4827586206896552,dataset4/5820211073-A_BANDS-S2-L1C.tiff
2630862591-B,1.0,0.0,dataset4/2630862591-B_BANDS-S2-L1C.tiff
5630033984-A,0.0,1.0,dataset4/5630033984-A_BANDS-S2-L1C.tiff
5630439263-A,0.0,1.0,dataset4/5630439263-A_BANDS-S2-L1C.tiff
2710064610-A,0.0,1.0,dataset4/2710064610-A_BANDS-S2-L1C.tiff
2840323583-A,0.0,1.0,dataset4/2840323583-A_BANDS-S2-L1C.tiff
8590436703-A,1.0,0.0,dataset4/8590436703-A_BANDS-S2-L1C.tiff
8590261493-A,0.7583417593528817,0.0,dataset4/8590261493-A_BANDS-S2-L1C.tiff
7610113475-C,0.0,0.875,dataset4/7610113475-C_BANDS-S2-L1C.tiff
5350237989-A,0.0,1.0,dataset4/5350237989-A_BANDS-S2-L1C.tiff
5350705310-A,1.0,0.0,dataset4/5350705310-A_BANDS-S2-L1C.tiff
5630115729-A,0.0,1.0,dataset4/5630115729-A_BANDS-S2-L1C.tiff
5630118153-A,0.0,1.0,dataset4/5630118153-A_BANDS-S2-L1C.tiff
5630118456-A,0.0,1.0,dataset4/5630118456-A_BANDS-S2-L1C.tiff
5630119668-A,0.0,1.0,dataset4/5630119668-A_BANDS-S2-L1C.tiff
5630120072-A,0.0,1.0,dataset4/5630120072-A_BANDS-S2-L1C.tiff
5630366111-A,0.0,1.0,dataset4/5630366111-A_BANDS-S2-L1C.tiff
2080046172-A,0.7604562737642585,0.23954372623574144,dataset4/2080046172-A_BANDS-S2-L1C.tiff
2080076181-A,0.8012820512820513,0.1987179487179487,dataset4/2080076181-A_BANDS-S2-L1C.tiff
2080096591-A,0.0,1.0,dataset4/2080096591-A_BANDS-S2-L1C.tiff
2080834502-B,0.5208333333333334,0.4791666666666667,dataset4/2080834502-B_BANDS-S2-L1C.tiff
2080926852-A,1.0,0.0,dataset4/2080926852-A_BANDS-S2-L1C.tiff
7080094361-A,0.3087885985748218,0.6912114014251781,dataset4/7080094361-A_BANDS-S2-L1C.tiff
9260123689-A,1.0,0.0,dataset4/9260123689-A_BANDS-S2-L1C.tiff
9260126016-A,0.0,1.0,dataset4/9260126016-A_BANDS-S2-L1C.tiff
9260126925-A,0.0,1.0,dataset4/9260126925-A_BANDS-S2-L1C.tiff
9260246759-A,0.18518518518518517,0.8148148148148148,dataset4/9260246759-A_BANDS-S2-L1C.tiff
9260250395-A,0.0,1.0,dataset4/9260250395-A_BANDS-S2-L1C.tiff
2880352049-A,0.0,1.0,dataset4/2880352049-A_BANDS-S2-L1C.tiff
2880440359-A,0.0,1.0,dataset4/2880440359-A_BANDS-S2-L1C.tiff
2880457941-A,0.0,1.0,dataset4/2880457941-A_BANDS-S2-L1C.tiff
2880578987-A,0.0,1.0,dataset4/2880578987-A_BANDS-S2-L1C.tiff
2880778647-A,0.0,1.0,dataset4/2880778647-A_BANDS-S2-L1C.tiff
2880857863-A,0.0,1.0,dataset4/2880857863-A_BANDS-S2-L1C.tiff
2720118557-B,0.8064516129032258,1.0,dataset4/2720118557-B_BANDS-S2-L1C.tiff
2720118658-D,0.6790123456790124,0.32098765432098764,dataset4/2720118658-D_BANDS-S2-L1C.tiff
5350100472-A,1.0,0.0,dataset4/5350100472-A_BANDS-S2-L1C.tiff
5950502281-A,1.0,0.0,dataset4/5950502281-A_BANDS-S2-L1C.tiff
0710167615-A,0.0,1.0,dataset4/0710167615-A_BANDS-S2-L1C.tiff
0710221771-A,1.0,0.0,dataset4/0710221771-A_BANDS-S2-L1C.tiff
0710524289-A,0.0,1.0,dataset4/0710524289-A_BANDS-S2-L1C.tiff
5350263352-A,0.5057471264367817,0.4942528735632184,dataset4/5350263352-A_BANDS-S2-L1C.tiff
5350263756-A,1.0,0.0,dataset4/5350263756-A_BANDS-S2-L1C.tiff
5350264362-A,1.0,0.0,dataset4/5350264362-A_BANDS-S2-L1C.tiff
8590148935-A,0.0,1.0,dataset4/8590148935-A_BANDS-S2-L1C.tiff
1810144076-A,1.0,0.0,dataset4/1810144076-A_BANDS-S2-L1C.tiff
1810247140-A,1.0,0.0,dataset4/1810247140-A_BANDS-S2-L1C.tiff
2630000810-A,0.0,1.0,dataset4/2630000810-A_BANDS-S2-L1C.tiff
2630041226-A,0.0,1.0,dataset4/2630041226-A_BANDS-S2-L1C.tiff
2630915236-A,0.0,1.0,dataset4/2630915236-A_BANDS-S2-L1C.tiff
2631170971-A,0.0,1.0,dataset4/2631170971-A_BANDS-S2-L1C.tiff
2631218360-A,0.0,1.0,dataset4/2631218360-A_BANDS-S2-L1C.tiff
3080122741-A,0.0,0.5135227661759671,dataset4/3080122741-A_BANDS-S2-L1C.tiff
9250158961-A,0.7142857142857143,0.2857142857142857,dataset4/9250158961-A_BANDS-S2-L1C.tiff
0690125694-A,0.5050505050505051,0.0,dataset4/0690125694-A_BANDS-S2-L1C.tiff
6910151068-A,0.0,0.3431372549019608,dataset4/6910151068-A_BANDS-S2-L1C.tiff
6910151270-A,0.0,0.7418397626112759,dataset4/6910151270-A_BANDS-S2-L1C.tiff
4310722032-B,0.0,1.0,dataset4/4310722032-B_BANDS-S2-L1C.tiff
7610886647-A,0.0,1.0,dataset4/7610886647-A_BANDS-S2-L1C.tiff
0690640707-A,0.5384615384615384,0.46153846153846156,dataset4/0690640707-A_BANDS-S2-L1C.tiff
0730251665-A,0.0684931506849315,0.6164383561643836,dataset4/0730251665-A_BANDS-S2-L1C.tiff
6820179831-A,0.2222222222222222,0.7777777777777778,dataset4/6820179831-A_BANDS-S2-L1C.tiff
6820180033-A,0.0,1.0,dataset4/6820180033-A_BANDS-S2-L1C.tiff
7470013345-A,0.8385093167701864,0.16149068322981366,dataset4/7470013345-A_BANDS-S2-L1C.tiff
1690113246-A,0.0,1.0,dataset4/1690113246-A_BANDS-S2-L1C.tiff
1690187614-A,0.0,1.0,dataset4/1690187614-A_BANDS-S2-L1C.tiff
7610289590-A,0.0,1.0,dataset4/7610289590-A_BANDS-S2-L1C.tiff
7610435700-A,0.0,1.0,dataset4/7610435700-A_BANDS-S2-L1C.tiff
7610864722-A,0.0,1.0,dataset4/7610864722-A_BANDS-S2-L1C.tiff
5380114494-A,0.3125,0.6875,dataset4/5380114494-A_BANDS-S2-L1C.tiff
5380114700-A,0.6818181818181818,0.3181818181818182,dataset4/5380114700-A_BANDS-S2-L1C.tiff
